vivc_prime_name,vv_ancestry_pct,na1_ancestry_pct,na2_ancestry_pct,mus_ancestry_pct,ea_ancestry_pct,ancestry_n_samples,ancestry_source,ssr_VVS2,ssr_VVMD5,ssr_VVMD7,ssr_VVMD25,ssr_VVMD27,ssr_VVMD28,ssr_VVMD32,ssr_VrZAG62,ssr_VrZAG79,ssr_source,has_snp_myles,has_snp_constantini,data_sources
CHAMO,97.6,0.0,0.0,0.0,2.4,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHAMPAGNE,15.3,1.2,83.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHAMPANEL,2.8,23.3,73.9,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHAOUCH BLANC,,,,,,,,133/149,225/236,247/249,248/254,176/180,,,,,Lacombe et al. 2013,False,True,SNP_Constantini
CHAOUCH ROZOVYI,,,,,,,,139/153,232/234,243/243,244/256,182/191,234/257,249/259,,,,False,True,SNP_Constantini
CHARAS,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHARDONNAY BLANC,100.0,0.0,0.0,0.0,0.0,8.0,Myles et al. 2011 / GRIN (DVIT admixture),137/143,236/240,239/243,239/255,182/190,218/228,240/272,188/196,243/245,VIVC,False,False,"ancestry,SSR"
CHARDONNAY BLANC MUSQUE,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
CHARMONT,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/135,225/236,243/247,238/240,182/186,,,,,Lacombe et al. 2013,False,False,ancestry
CHARVIR,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
CHASSELAS CIOUTAT,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHASSELAS DES BOUCHES DU RHONE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHASSELAS ROSE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,True,False,"ancestry,SNP_Myles"
CHASSELAS ROUGE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,True,False,"ancestry,SNP_Myles"
CHASSELAS VIOLET,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHATUS,99.9,0.1,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHENIN BLANC,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),141/141,229/229,253/253,254/254,176/180,243/247,249/271,,,,True,False,"ancestry,SNP_Myles"
CHILAR,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHINURI,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHONTAY,30.0,31.3,38.6,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHOWAN,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CHURGOON,98.4,0.0,0.0,0.0,1.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CIMARRON,37.2,20.2,42.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CINSAUT,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),131/131,223/223,243/247,238/248,176/178,,,,,Lacombe et al. 2013,False,False,ancestry
CITRONELLE,99.5,0.5,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/149,223/229,239/243,240/248,186/191,235/243,239/271,,,,False,False,ancestry
CIVIT 2,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
CLAIRETTE BLANCHE,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),149/151,236/238,243/251,244/254,178/182,257/257,255/271,,,,False,False,ancestry
CLEVENER,0.0,51.6,48.4,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CLINTON,22.8,50.2,26.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CLOETA,0.4,49.8,49.6,0.0,0.3,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CLOTILDE PROSPERI,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COLOMBARD,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COLUMBIA,32.5,0.3,66.8,0.4,0.1,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COLUMBIAN IMPERIAL,29.8,0.4,69.7,0.1,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CONCORD,28.4,0.0,71.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),143/149,225/236,239/239,240/248,182/182,216/247,239/255,,,,False,False,ancestry
CONCORD SEEDLESS,49.4,0.0,50.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CONQUISTADOR,21.1,0.5,78.4,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CONTE ROSSO,,,,,,,,131/131,225/232,239/239,238/238,186/191,235/247,255/271,,,,True,False,SNP_Myles
CORNIFESTO,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),141/143,232/236,249/253,240/248,178/186,,,,,Lacombe et al. 2013,False,False,ancestry
CORTESE,99.9,0.1,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COSMO 10,0.0,50.4,49.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,199/213,250/258,Migliaro et al. 2019,False,False,ancestry
COSMO 2,70.7,29.3,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COT,99.9,0.1,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),141/143,223/225,239/239,240/254,176/191,233/243,239/255,,,,True,False,"ancestry,SNP_Myles"
COTTAGE,28.1,0.0,71.9,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 1202,49.7,50.0,0.0,0.0,0.3,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 13,84.3,0.0,15.5,0.0,0.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 157- 11,0.0,100.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 161- 49,0.0,52.9,47.1,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 1613,24.8,50.2,25.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 1616,56.4,6.5,37.1,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 1616 E,0.0,99.8,0.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 1617,23.9,76.1,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 17,82.6,0.0,17.4,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 2,42.5,42.5,14.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 22,53.7,0.1,46.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 3,50.7,16.0,25.3,2.6,5.4,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 3306,0.0,100.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 3309,0.0,100.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 401,50.2,49.6,0.3,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 41,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COUDERC 93- 5,50.2,49.6,0.0,0.3,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
COURBU BLANC,99.9,0.0,0.0,0.0,0.1,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/131,223/223,239/249,238/248,182/191,233/257,239/271,,,,False,False,ancestry
COWART,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CRESWELL,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CRIMSON SEEDLESS,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
CROTON,76.5,0.0,23.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),143/149,232/232,239/239,238/248,178/191,216/243,249/249,,,,False,False,ancestry
CYNTHIANA,27.0,0.8,71.9,0.0,0.3,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
D'ARPA,29.3,0.0,70.7,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DABOUKI,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),141/149,223/236,239/257,248/254,176/186,233/247,239/255,,,,True,False,"ancestry,SNP_Myles"
DAISY,14.4,18.8,66.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DAN BEN HANNAH,99.9,0.0,0.1,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DANAKHARULI,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DANUGUE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/141,223/223,243/249,238/248,191/191,233/245,239/249,,,,False,False,ancestry
DARDARI,97.6,0.5,0.0,0.0,1.9,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DATTIER DE ST. VALLIER,77.7,18.6,3.1,0.0,0.5,1.0,Myles et al. 2011 / GRIN (DVIT admixture),133/141,223/236,239/249,238/254,178/186,233/247,251/255,,,,False,False,ancestry
DAWN,0.8,0.6,0.1,98.5,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DAYTONA,68.6,9.5,21.0,0.0,0.9,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DE CHAUNAC,2.7,49.2,47.0,0.4,0.7,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DE GRASSET,0.0,51.3,48.7,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DEARING,0.2,0.0,0.0,99.8,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DELAGO,50.2,0.0,49.8,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DELAWARE,46.1,24.9,29.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DELICATESSEN,31.8,24.0,44.1,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DELICIOUS,62.7,24.7,12.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DELIGHT,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),133/143,232/234,239/249,238/254,176/178,,,,,Lacombe et al. 2013,False,False,ancestry
DELIZIA DI VAPRIO,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),143/143,232/238,239/259,240/240,178/178,239/243,243/255,,,,True,False,"ancestry,SNP_Myles"
DEMETRA,78.6,16.2,4.8,0.0,0.4,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DIAMOND,43.1,0.0,56.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/135,223/236,247/249,238/254,176/182,257/259,239/261,,,,False,False,ancestry
DIAMOND MUSCAT,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DIANA,54.0,0.0,46.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/149,225/234,239/247,238/248,176/186,216/253,251/271,,,,False,False,ancestry
DIX,48.2,34.5,16.6,0.0,0.7,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DIXIE,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),143/151,229/238,239/239,240/244,176/191,243/257,271/271,,,,False,False,ancestry
DIXIERED,0.0,0.1,0.0,99.9,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DIZMAR,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DOG RIDGE,0.0,49.4,50.6,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,173/189,238/254,Migliaro et al. 2019,False,False,ancestry
DOLCETTO,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DORAL,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),131/141,225/236,243/247,238/240,178/186,,,,,Lacombe et al. 2013,False,False,ancestry
DORNFELDER,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,True,False,"ancestry,SNP_Myles"
DOVINE,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DOWNING,42.4,23.6,33.8,0.0,0.1,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DR. COLLIER,17.5,0.0,82.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DRACUT AMBER,34.5,1.6,63.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DULCET,0.0,0.0,0.0,100.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DUNKELFELDER,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DUNKIRK,57.3,0.0,42.7,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DUNSTAN 348,0.5,0.0,99.5,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DURIF,0.2,42.7,49.9,0.0,7.3,3.0,Myles et al. 2011 / GRIN (DVIT admixture),131/131,232/244,239/249,238/238,178/178,235/245,255/271,,,,True,False,"ancestry,SNP_Myles"
DUTCHESS,66.0,0.0,34.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
DUVAL,1.7,0.4,96.6,0.4,0.9,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EARLY DAISY,12.9,18.5,68.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EARLY MUSCAT,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),131/133,234/236,247/249,240/254,176/182,,,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
ECLIPSE,0.9,96.1,3.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EDELWEISS,30.3,19.8,49.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EDEN,42.0,35.7,22.3,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EDNA,60.9,7.7,31.4,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EGRI CSILLAGOK 26,78.7,17.4,3.4,0.0,0.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EHRENFELSER,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EINSET SEEDLESS,58.5,0.3,41.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ELDORADO,0.0,100.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ELEVEN POINT,59.2,8.2,32.7,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ELIZABETH,24.0,0.7,75.0,0.0,0.3,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ELLEN SCOTT,66.6,21.8,10.8,0.0,0.8,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ELVICAND,13.3,13.1,73.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ELVIRA,22.0,32.3,45.5,0.0,0.2,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EMERALD RIESLING,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),133/143,223/234,243/247,240/254,182/191,,,,,Lacombe et al. 2013,False,False,ancestry
EMILE ROYAL,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EMPEROR,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),131/133,234/234,243/249,238/254,178/191,,,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
EMPIRE STATE,47.1,1.6,51.3,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EONA,17.4,49.0,33.6,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ERICSON,37.8,0.0,62.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ERIE,6.7,60.9,30.6,0.8,1.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ERLIHANE,97.8,0.0,2.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,True,False,"ancestry,SNP_Myles"
ESSEX,30.3,17.7,52.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
ETTA,65.6,25.2,7.0,2.2,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EUMELAN,39.7,0.0,60.3,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EXOTIC,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),133/133,236/236,239/249,254/254,182/191,,,,,Lacombe et al. 2013,False,False,ancestry
EXTRA,33.2,0.3,66.5,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
EZERFUERTUE,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,True,False,"ancestry,SNP_Myles"
EZERJO,99.9,0.1,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),131/141,223/229,239/239,240/248,176/182,,,,,Lacombe et al. 2013,False,False,ancestry
F26P41,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
F26P50,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
F42P74,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
F45P137,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
F49P35,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
F4P38,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
FAIRCHILD,9.0,19.3,6.4,29.6,35.6,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FANTASY SEEDLESS,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FARRER,8.9,49.6,41.4,0.2,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FARRER 22-57,50.0,50.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FARRER 30,8.8,2.4,38.9,50.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FARRER F2 5,41.5,0.2,9.4,49.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FATAI,99.1,0.1,0.0,0.0,0.8,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FAVORITA SEGARIA,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FAYOUMI,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FERDINAND DE LESSEPS,77.0,0.0,23.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FERN MUNSON,50.0,0.0,50.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FERNAO PIRES,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FESTIVEE,62.3,12.5,25.2,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FETEASCA NEAGRA,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FIANO,,,,,,,,,,,,,,,,,,False,True,SNP_Constantini
FLAME SEEDLESS,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FLORA,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),131/149,229/234,239/243,248/248,182/186,,,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
FLORILUSH,100.0,0.0,0.0,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FLOWERS,0.2,0.0,0.0,99.8,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FOLLE BLANCHE,100.0,0.0,0.0,0.0,0.0,4.0,Myles et al. 2011 / GRIN (DVIT admixture),131/149,223/232,239/239,238/248,178/186,,,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
FOSTER'S WHITE SEEDLING,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),149/153,225/234,247/249,240/254,182/182,,,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
FREDONIA,23.6,0.2,76.1,0.0,0.1,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FREEDOM,4.7,80.2,15.1,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,187/189,256/266,Migliaro et al. 2019,False,False,ancestry
FREISA,100.0,0.0,0.0,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FRY,0.3,0.0,0.0,99.7,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
FURMINT,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),131/151,223/238,239/249,238/240,176/191,,,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
GAERTNER,50.5,1.3,48.2,0.0,0.0,2.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
GAILLARD 2,19.7,54.4,25.9,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
GALEA,0.0,51.2,48.8,0.0,0.0,1.0,Myles et al. 2011 / GRIN (DVIT admixture),,,,,,,,,,,False,False,ancestry
GAMAY NOIR,100.0,0.0,0.0,0.0,0.0,3.0,Myles et al. 2011 / GRIN (DVIT admixture),131/135,232/236,239/249,238/238,178/186,,,,,Lacombe et al. 2013,True,False,"ancestry,SNP_Myles"
